bar_close,direction,followed_through,lag_bars
2023-02-09 12:15:00+05:30,-1,False,
2023-02-09 14:45:00+05:30,1,False,
2023-02-10 09:45:00+05:30,-1,False,
2023-02-13 14:00:00+05:30,1,True,2.0
2023-02-14 09:45:00+05:30,-1,True,2.0
2023-02-14 13:15:00+05:30,1,False,
2023-02-16 14:30:00+05:30,-1,False,
2023-02-20 14:30:00+05:30,1,False,
2023-02-21 11:15:00+05:30,-1,False,
2023-02-21 12:30:00+05:30,1,False,
2023-02-23 11:30:00+05:30,-1,False,
2023-02-24 12:45:00+05:30,1,False,
2023-02-24 15:15:00+05:30,-1,False,
2023-02-27 10:00:00+05:30,1,False,
2023-02-27 14:30:00+05:30,-1,False,
2023-02-28 14:30:00+05:30,1,False,
2023-03-01 09:30:00+05:30,-1,False,
2023-03-02 10:45:00+05:30,1,False,
2023-03-02 12:15:00+05:30,-1,True,4.0
2023-03-02 13:30:00+05:30,1,True,2.0
2023-03-03 09:45:00+05:30,-1,True,1.0
2023-03-03 13:15:00+05:30,1,False,
2023-03-06 14:45:00+05:30,-1,False,
2023-03-10 11:45:00+05:30,1,False,
2023-03-13 10:00:00+05:30,-1,False,
2023-03-13 11:45:00+05:30,1,False,
2023-03-15 09:30:00+05:30,-1,False,
2023-03-15 15:15:00+05:30,1,False,
2023-03-16 11:30:00+05:30,-1,False,
2023-03-20 10:30:00+05:30,1,False,
2023-03-20 15:00:00+05:30,-1,True,4.0
